"z1","z2","consume1","consume2","consume3","consume4"
2.87904870689558,0,8.30051367750563,1.19565905337767e-07,7.0766411639548e-08,1.69948613216206
3.53964502103344,1,7.64876133589595,1.65887440110672,1.00042455342044e-07,0.692364162954877
7.11741662829825,1,1.86579430342988,2.46379988735368,5.17724345389868,0.493162355317759
4.14101678284915,0,2.57094241861099,8.6620654289133e-08,7.34310883345722,0.0859486613111268
4.25857547032189,0,2.65785762792394,7.76476809863083e-09,7.34214236164835,2.66294787345412e-09
7.43012997376656,0,0.378657784616565,2.43437793669771e-08,1.85854958848612,7.76279260255353
4.9218324119784,0,4.16794742251729,3.31835439277395e-08,5.8320524800395,6.42596669436187e-08
1.46987753078693,0,9.18242665608196,6.89366162472554e-09,0.817573301924125,3.51002554615259e-08
2.62629429621295,1,6.17270296466683,8.06036369333639e-08,2.57953612731351e-08,3.82729692893417
3.10867605980008,0,4.24156810846889,1.557401424889e-08,3.39454657364888e-09,5.75843187256255
6.44816359487892,0,0.44391922307737,1.73370297384243e-08,2.86581066441141,6.69027009517419
4.71962765411473,0,1.87297014913474,2.89039201720474e-08,8.12702974706078,7.49005605505736e-08
4.8015429011881,1,2.91393086417816,1.79578348230728e-08,3.14529205285644e-09,7.08606911471871
4.22136543189024,1,8.53819797890286,1.64159577005751e-08,0.670547049564071,0.791254955117108
2.88831773049185,1,9.48821516603704,0.511784649213986,4.87271204548904e-08,1.36021861500192e-07
7.57382627360616,1,1.90583113788116,0.577589675480554,4.22342380382437e-07,7.5165787642959
4.99570095645848,1,5.49533265355935,0.713270739641002,6.88432619911424e-08,3.79139653795639
0.0667656867407236,0,9.99999986689347,5.18944575114325e-08,4.14354658610436e-08,3.97766053695942e-08
5.40271180312737,1,5.20552592683574,4.42673356173871,1.72041496724183e-07,0.367740339384056
3.05441718454413,1,7.78579263636182,1.11793354895335,1.06405633255061e-07,1.0962737082792
1.86435258802631,0,9.99999997552357,3.09383810029104e-09,7.50957607068101e-09,1.3873016832296e-08
3.56405017068341,1,9.99999923347573,1.54126321946575e-07,2.95614714381687e-07,3.16783235207812e-07
1.94799110338552,1,9.99999999082624,4.36051478395186e-09,3.20274105152623e-09,1.61050477148917e-09
2.54221754141772,1,9.99999990031714,2.46904269694142e-08,1.07502815974987e-08,6.42421498637192e-08
2.74992146430149,0,7.44802622183913,2.90735612113255e-09,2.55197374831753,2.69359843413548e-08
0.626613378515173,0,9.99999985619091,3.02961913388484e-08,3.99893131856262e-08,7.35235869098355e-08
5.67557408898905,1,2.0015006551546,1.48641543862775e-07,0.660802499296758,7.33769669690709
4.30674623567303,0,0.852668741969583,8.52904686262956e-08,1.93022094863312,7.21711022410683
1.7237261259761,1,9.99999997845223,1.69097912213458e-08,4.62050652315251e-09,1.74718310078398e-11
6.50762984213985,1,0.785996917735714,2.97809198412631e-08,2.97052985644126e-08,9.21400302277807
4.85292844295363,0,0.927565056918221,1.68616748352213e-08,9.07243488540698,4.08131235551682e-08
3.40985703401546,0,3.99238479827655,1.16636720919877e-07,0.902701528808214,5.10491355627851
5.79025132209004,0,4.04547883814293,1.06894458751664e-07,5.95452092098243,1.3398018027501e-07
5.75626697506608,0,1.47244747566559,0.0907983190942745,1.22306509853621,7.21368910670393
5.64316216327497,0,3.29364927269015,1.58210528656471e-06,2.74807462540833,3.95827451979623
5.37728050820018,1,6.20863599997146,5.87885304203929e-09,3.79136389230113,1.01848556591921e-07
5.10783530707518,0,2.25374140031148,2.0471089191354e-08,3.62398688443941e-08,7.74625854297756
3.87617657884656,1,7.33468954456551,1.58971842429535,8.24638432267333e-08,1.0755919486753
3.38807467252017,1,9.31060227126515,0.689397586665924,3.05912857554509e-08,1.1147763681971e-07
3.23905799797523,1,9.99999914018699,4.82475087498384e-08,3.96423252166599e-08,7.71923179339181e-07
2.61058604215897,1,8.70357991818688,0.29261661125167,2.46978719759736e-08,1.00380344586358
3.5841654439608,1,9.42219957828356,0.5778002820906,2.92272818298406e-08,1.10398554883823e-07
1.46920729686347,1,9.99999954762668,9.31226909321582e-09,3.94429468294756e-07,4.86315929035061e-08
8.33791193067703,0,0.0448035026524356,2.33786483272333e-08,3.64180569648271e-08,9.95519643755087
6.41592399660998,0,1.09051553972593,2.97781561367673e-08,4.192897907504e-08,8.90948438856693
1.7537828335933,1,9.99999992270486,1.10984973153001e-08,7.40239932223596e-09,5.87942381019068e-08
3.19423032940185,1,4.69366652613018,2.65052261335398,7.9263454444296e-08,2.65581078125239
3.06668929275356,1,4.42910642498956,1.01986751922631e-07,2.02663029344186e-08,5.57089345275739
5.55993023667264,0,2.76903285619094,1.01642031655179e-07,1.59224456366366e-07,7.23096688294257
3.83326186705634,1,3.71048643791408,8.46234151301701e-08,2.63495565978201e-08,6.28951345111294
4.50663702798951,1,4.19464135529632,1.3262586877824,3.00031149797346e-08,4.47909992691817
3.94290648930259,1,7.2401729640964,6.5297531932406e-07,7.09151779814215e-08,2.7598263120131
3.91425908541737,0,5.5858629210944,3.70994139850893e-08,4.41413699134245,5.04637392623974e-08
6.73720456802891,1,1.18359683517778,7.08494211139379,5.87925635872384e-08,1.73146099463587
3.54845802868146,1,9.86119895086019,0.138800483576046,3.90858394730623e-07,1.74705372819424e-07
7.03294120885908,1,2.62510512965925,2.87429367603953,3.46842286311748,1.03217833118461
0.902494391539558,1,9.99999984169055,4.90106397001631e-08,5.87164332715952e-08,5.05823825322553e-08
5.16922749927214,1,0.82799421261223,2.33471117319391e-07,2.80908537001866e-08,9.1720055258258
4.24770848768923,1,5.00320967677221,3.33106674236716,1.66572341886188,1.61998807045988e-07
4.43188313748795,1,6.96886562862839,3.0311338361339,2.98930025347886e-08,5.05344704694481e-07
4.75927896551976,1,3.88228640249725,6.05647825954099,2.27852989831892e-08,0.0612353151764601
2.9953530937814,1,4.0491812848361,1.42820026697471e-07,6.93664895198855e-10,5.95081857165021
3.33358523266116,1,9.99999758766625,1.97954213536704e-07,4.66311773258324e-08,2.16774835763908e-06
1.96284923378582,0,9.99999989944349,7.5422708305663e-08,1.5405659160237e-08,9.72814595908338e-09
1.85641754704884,0,9.99999973760749,6.66734722198795e-08,9.16243396160366e-08,1.04094700776625e-07
4.60705728280852,0,2.38897647541158,2.62577713264327e-08,3.70321621110138e-08,7.61102346129849
4.89641955725885,1,2.26745818764583,4.80811798960657e-10,1.6486082145207e-08,7.73254179538728
4.10600845346101,0,5.41274013335214,1.7307397741525e-08,4.58725976022431,8.91161511719166e-08
5.84453493575947,0,2.66739293425572,1.08290885135855,5.88434668002971,0.365351534356023
8.10016937125429,0,0.184444994383962,2.66094030368517e-08,9.81555489781208,8.11945563690208e-08
3.01793766788693,1,7.44171398676931,0.517911699012109,1.81873878711036e-08,2.04037429603119
-0.618337751281625,0,9.99999996768615,1.33434786968719e-08,2.64013792896101e-09,1.63302294622044e-08
6.01147704892451,1,3.65788916972634,1.26610359951905,3.73079961821948,1.34520761253513
2.58159847483521,1,9.99999992344286,4.49550320288732e-08,2.96959208050013e-08,1.90618545454098e-09
2.62398276706528,0,7.08069500056723,1.34539130723494e-07,2.00006531448135,0.919239550412296
6.0511427393934,0,1.82198476314845,2.31450110737138e-08,0.41197409963305,7.76604111407349
3.43045398589798,0,9.58710750767477,3.50549696934332e-08,0.412892329351899,1.27918364973797e-07
1.55856457549093,1,9.99999996688196,1.71273038676032e-08,3.73472589243092e-09,1.22560062851838e-08
4.3626069594983,1,8.35278607788662,1.17865248502688,9.33666632273645e-08,0.468561343719841
3.72221727512191,0,5.45111112747669,4.22368396762514e-09,4.54888886135906,6.94056832800677e-09
4.01152837179977,0,2.53511202072336,8.78344335251343e-08,3.53396670543167,3.93092118601054
4.77056080225266,0,1.08614802953917,2.84820692486325e-08,1.40258066256925e-08,8.91385192795295
3.25867993641518,1,9.99999997978525,6.97444512127275e-09,7.07529124733033e-09,6.16500830936089e-09
5.28875309703767,0,1.21424572156852,1.66986817968248e-08,3.28544718286062,5.50030707887218
3.5590268763625,1,6.99331124699764,1.14206315278621,8.69897837083933e-08,1.86462551322637
4.66356392783139,0,2.33350148578792,4.24788754305764e-08,3.51929414620877e-09,7.66649846821391
6.1936780262987,1,1.88415841701814,2.01006578033041e-08,3.13212662928308,4.98371493359813
4.87036298166761,0,3.63243655766075,1.54556040957151e-08,2.96025840310162,3.40730502378203
3.34813682893755,0,1.44590208812178,1.92550708538279e-08,8.55409785186713,4.07560213044791e-08
6.29761523690219,0,2.37539006640033,1.88781844913773e-07,5.35135409306166,2.27325565175617
5.98700771192424,1,2.95679086792916,0.328838363542202,1.03798325636466,5.67638751216397
